昵称,地区,时间,评论
彼得帕克,四川,2024-07-23 18:08:17,要去公路玩才过瘾
韋渣渣,广东,2024-07-23 17:59:28,玩抖音真的这么挣钱吗？刚火不就就买得起车了
Lil bob kk,贵州,2024-07-23 17:57:26,@Lil Tore Y. @是这样吗？ @Estazolam🍂 @最強い伝說打つ篮球の鶏！山本KUN一郎 @有事打QQ电话 @po了个tato🥔 还得是军哥[流泪]太强了
刷刷小虫,上海,2024-07-23 17:37:28,雷总额头怎么秃了，角上秃了好多，之前不是这样的啊！我的雷神，你不能凸啊[泣不成声]
浩克里斯,广东,2024-07-23 17:36:14,没有小米su7 用单车可以嘛[比心]
师双,江苏,2024-07-23 17:31:45,是过瘾，雷总发型都乱了[比心]
秀才g,山东,2024-07-23 17:19:38,可以打个招呼提前点吗军儿[看]
27319585536,安徽,2024-07-23 17:05:09,雷总啊 出个跑车跑车吧 就叫小米 速移[思考]
灵泽.,江苏,2024-07-23 17:02:46,小军 ，我的13ultra坏了[流泪][流泪][流泪][左边]
水墨萌萌哒,江苏,2024-07-23 16:57:05,我要开小米su7我会输？我要买小米[可怜]
九离,山东,2024-07-23 16:55:20,军哥，大学生找不到工作了，给个机会吧[流泪][流泪]
人机10.24,四川,2024-07-23 16:37:12,@不知名🤡（DMN）（爱统一绿茶） @鱼不会腥 @绝世ah @碘化氢不是氢碘酸 @Trevorwoo @屿丸 @十亿栀 @ppenguin @白米饭. 50岁正是闯的年纪[左上][流泪]
武彦良,安徽,2024-07-23 16:36:25,他雷婶子换头像啦[捂脸]
我姓游、我温柔🐼,浙江,2024-07-23 16:33:30,米其林轮胎：谢谢雷总[舔屏]
王一博的小娇妻,安徽,2024-07-23 16:32:08,我的天，头像换了，这么听话的霸总谁不喜欢，我要赚钱买小米su7
盛旺,四川,2024-07-23 16:19:40,"小爱同学，雷军怎么叫
小爱:啊youOK~~[看][看]"
东风拂左耳,广东,2024-07-23 16:15:21,学废了[看]但是还差一辆su7展示一下
🌈椗椿,安徽,2024-07-23 16:08:04,雷总什么时候造小米羽毛球[流泪]
🌈深海鱼,浙江,2024-07-23 15:27:46,小雷啊，玩这个废车不
RichX,安徽,2024-07-23 15:22:02,雷总，小米卫生巾(小米巨能吸)求求了[暗中观察]
饭米粒🇨🇳,上海,2024-07-23 15:00:20,哪些说换头像买车的，你们要讲诚信啊[灵机一动]
冬.,广西,2024-07-23 14:18:39,中国最强的四军 海军 陆军 空军  雷军[舔屏]
Dr.405,江苏,2024-07-23 14:09:12,军哥，我想学翘头[看][看]
毅,重庆,2024-07-23 13:46:30,雷总漂移都要的那么6
Acquaintance,湖南,2024-07-23 13:30:18,@长相思兮长相忆 没想到我的漂移是雷军教的。
渥汐双氧水    冰舒冰樱润眼液 滕云峰,山东,2024-07-23 13:28:02,雷总你好能把车的样子改成前途K50吗？我觉得速7不好看
山,陕西,2024-07-23 13:21:13,雷总 把发型师辞退了
之惜,江西,2024-07-23 13:17:20,哈哈哈哈哈哈，每天一刷军儿的留言区是我的快乐
…雨纷飞,山东,2024-07-23 13:10:34,头像换了，真听劝
是陈导啊~,江苏,2024-07-23 13:09:45,军儿，如果你用这个照片当头像，我就买一辆小米su7[OK]
游戏小王子,上海,2024-07-23 12:58:53,雷总。玩坏了你们免费保修吗？
秦爱的红烧肉,河北,2024-07-23 12:48:37,雷哥你是越来越会了[看]
二舅,浙江,2024-07-23 12:46:08,漂移五分钟，拍照一整天[色][色]
我不是唐氏牛,湖南,2024-07-23 12:41:44,@Kling @XiaotuZzz @灰色字节 @吉尼钛酶 @灵魂摆渡先生 不是雷军有活是真整啊[绿帽子]
阿泽不吃糖,福建,2024-07-23 12:34:50,这车有油门吗[捂脸]
罗羽凡,北京,2024-07-23 12:32:45,@雷军 小米电视可不可以优化一下，家里老人根本看不了，什么时候能出一个电视模式，像黑白电视那样，开机就能看CCTV频道
千舟Qzu✨,贵州,2024-07-23 12:29:04,雷总，我在商场看见有一家店，在模仿你们，他的店也叫小米，连车都跟你的一模一样。
321,浙江,2024-07-23 12:19:25,我买的小米烧水壶不到一年里面锈了，怎么解决
杰荔汀,北京,2024-07-23 12:06:13,雷爹，因为有你，让科技更贴近生活，让更多老百姓能用上性价比更高的科技产品，感谢有你[比心][比心][比心]
桔桔国王,湖南,2024-07-23 12:04:35,雷总  你真的漂了[看][看][看][看][看]
抱抱大时代,河南,2024-07-23 12:02:57,免费换胎不
豆包不是包是只猫,海南,2024-07-23 11:59:12,军哥已买[大笑]
TonyLiao,河南,2024-07-23 11:55:01,@失落沙洲 @小张~童鞋（宁芙奖投夫人可线下） @ikkkk @西瓜地里的猹🍉 @芒果切块吃 @小🍊按时起 @爱打架的小学生 @_请我吃话梅味西瓜籽 @莘莘 @快来我碗里 @you @圣戈合 @吃点苦 @o不周山o @明月清新 @oejt @喵Miao 欧米加贝贝们教我漂移
鲁小鲁,河南,2024-07-23 11:53:16,你们有没有发现，雷军这个名字跟他他做的品牌很合，雷字有田-小米     军字有车[捂脸]
凉宸,江西,2024-07-23 11:52:11,真不敢想象雷总去拍飞驰人生 3 的话，票房会有多高！[不失礼貌的微笑][不失礼貌的微笑][不失礼貌的微笑]
乐乐：,河南,2024-07-23 11:50:18,我的朋友雷军
动力汽车学,陕西,2024-07-23 11:46:22,比飞驰人生还真实刺激
鸫歌,广东,2024-07-23 11:45:59,车和雷总一样帅，等我上岸了，也买小米。
我滴豆仨,江苏,2024-07-23 11:31:47,我刚买了个小米洗衣机，第一次用小米家电，希望给力
那天是惊蛰,河北,2024-07-23 10:52:13,果然还得酥妻  不酥没这感觉
50890459140,浙江,2024-07-23 10:46:40,Ok 爸，下次生产话筒请亲自演唱are  you ok试话筒[捂脸]
几点秋雨舟,四川,2024-07-23 10:44:12,雷总能不能打造一个佳能相机这样的，可以录像和拍照，内存也大
消消乐,广东,2024-07-23 10:34:22,学会了
𓆝𓆟𓆜𓆞𓆝𓆟𓆜𓆞𓆝𓆟,广东,2024-07-23 10:33:29,不跟你聊了，我要开小米SU7跑网约车了
白砂糖,云南,2024-07-23 10:32:23,漂移非常帅 就是比较费车
🌈小潘,广东,2024-07-23 10:26:11,军，我的小爱同学耳聋怎么办？
山鸡哥,湖北,2024-07-23 10:24:28,雷总——2651万粉丝了，你发发福利🧧。让买不起小米苏7的粉丝有机会试用1个月啥的[不失礼貌的微笑]
旭,安徽,2024-07-23 10:20:52,祝㊗️雷军现在月入过万
涛子📸（摄影没成师）,贵州,2024-07-23 10:13:09,爸，您老小心点[泣不成声]
K哥,湖南,2024-07-23 10:02:40,雷总不能什么都教，如果没有专业人员在现场，专业场地，是很容易出人命的！
不卡卡不（学习版）,宁夏,2024-07-23 10:02:07,雷总，希望您能够做一个非常有性价比的运动轮椅，他们很需要，我也很需要，市面上的好一些的运动轮椅太贵了，根本不是一般人群能负担得起的[玫瑰]
平头哥,浙江,2024-07-23 09:43:08,现在电动汽车，几个电瓶四个轮胎，一个壳子
Liyalong,安徽,2024-07-23 09:40:54,帅
🌈坤坤蟹,四川,2024-07-23 09:35:02,你到底在教当代年轻人玩儿什么？
三木林,广西,2024-07-23 09:34:04,雷总，我是小米粉，能不能送一台[看]
园园,广东,2024-07-23 09:29:43,股票啥时候涨[捂脸][捂脸][捂脸]
宁缺毋滥YL,河南,2024-07-23 09:29:37,雷总，什么时候进军羽毛球市场呢？
Zoom,辽宁,2024-07-23 09:29:12,
🍌香蕉发财,河南,2024-07-23 09:28:42,雷总，你夸我一句真棒，我双11就换小米旗舰机[黑脸][黑脸]
猎猎猎,江苏,2024-07-23 09:28:06,雷总，你那套衣服能不能送给我，我帮你宣传宣传
云母板加工订做，环氧板加工订做,江苏,2024-07-23 09:21:13,小米电饭煲内胆脱皮，售后不处理
彦彦,河南,2024-07-23 09:19:11,我科三挂了10次才考过，我可以学漂移吗？
qbz,北京,2024-07-23 09:18:04,雷总研究研究羽毛球叭
福星,内蒙古,2024-07-23 09:17:50,娶小米酥妻，享总裁人生
姜有钱,四川,2024-07-23 09:16:02,@麻酱 跟小军学起来
执念🐰,重庆,2024-07-23 09:14:21,这人还挺好的，还给小米打广告
玖菜,四川,2024-07-23 09:13:29,在线教学啊，这是准备开课了嘛[抠鼻]
So So,山东,2024-07-23 08:49:50,我说实话，在青岛 我没看见过小米7在大街上跑.. 不知道都谁买了
hello,山东,2024-07-23 08:44:06,雷总，漂移学会了，该去哪领SU7啊？
L.🌻,重庆,2024-07-23 08:40:41,雷总，这个头盔太帅了吧[惊喜]
赏你半斤地瓜烧,江苏,2024-07-23 08:37:26,雷总，啥时候把羽毛球的价格打下来啊[微笑]
尘风零食屋,海南,2024-07-23 08:37:17,《飞驰人生》之巅峰时刻----主演：雷军[舔屏][舔屏]
小冬瓜@,贵州,2024-07-23 08:27:55,轻打方向盘，让车速呢 以20码的速度慢慢绕圈，准备好以后，深踩油门让车尾甩起来，松油门的时候，反打方向盘，连起来就可以完成一次非常帅气的起漂………雷总，我会了，快给我一辆小米SU7。
Morty,河南,2024-07-23 08:22:43,@裴书记（中长跑书记） @那就起这个名字 @权与ww @冷调色的坤
白菜头,福建,2024-07-23 08:21:30,行知道了 我用五羊本田试试
(散养农场)泗阳县裴圩镇土么么家庭农场,江苏,2024-07-23 08:19:39,小米有油门？还是电门？
洗碗大厨,云南,2024-07-23 08:18:59,你们也是今天关注雷总的吗？我也是
真实意图,海南,2024-07-23 08:18:10,漂移不是加油门再拉手刹…？
🌈一个打不刘🌈,江苏,2024-07-23 08:17:34,老了老了 还有一个赛车梦[捂脸][捂脸][捂脸]
平淡是真☞9271☜,甘肃,2024-07-23 07:40:02,
……………,广西,2024-07-23 07:22:50,这是让大家尽快换车啊
G   F,贵州,2024-07-23 07:16:17,雷总，多财多亿哦
清热解毒,辽宁,2024-07-23 07:03:42,雷总发型都飘移了[看]
兔八哥爱吃小萝卜,北京,2024-07-23 02:50:45,军儿，如果你给我su7 一年使用权，我以后所有东西能用小米都用小米
行己所爱  💯  爱己所行,山西,2024-07-23 02:50:38,今天又添小米一件，加油[比心]
神说她是劫,上海,2024-07-23 02:45:50,雷总，别玩火了
G.,山东,2024-07-23 02:44:30,不是，你教我们干什么？想让我们在马路上漂移？
程ꦿ᭄࿐风破浪🌊,广东,2024-07-23 02:09:33,[比心]
四季枫叶,福建,2024-07-23 02:08:49,雷总能不能多多优化一下澎湃[流泪]
凛,河南,2024-07-23 02:08:47,雷总这个su7有点贵。希望搞一个4。5w的小型家用电车。然后我们人人都能开上。开不上老婆也能开上。更好融入米家
小康生活,广东,2024-07-23 01:52:39,没有封闭道路提示，属于违规操作。抖音都是公平的[赞]
魔法披风,广东,2024-07-23 01:43:41,祝雷总月入10万[尬笑]
谁家的小鹿,广东,2024-07-23 01:40:54,哇塞，真用这张做头像了啊[呲牙]
（空白）,广东,2024-07-23 01:40:15,雷总   小米给你广告费没
敏敏,广东,2024-07-23 01:06:06,我提车前买了个导航支架，我开上小米后，发现支架多余了
看👀,江苏,2024-07-23 00:49:16,雷总你用这个头像，给我买辆小米su7么[看][看]
李漂亮,浙江,2024-07-23 00:41:38,雷总。能不能给个机会。我想给车换个颜色[流泪][流泪][流泪]
重庆森林,重庆,2024-07-23 00:29:31,雷总，我的小米11用了三年了，换过一次主板，现在呢就是内存多了有点卡顿，玩游戏会发热。因为我相信你，我冲的首发。我不后悔，因为我相信你。
可口可乐,天津,2024-07-23 00:26:38,刘强东：雷军是董营销的，能把小米手机卖几百个亿，那不是一般人[呆无辜]
普洱市懒猫商贸有限公司,云南,2024-07-23 00:21:11,如果换上这个头像，等我真的有钱了也买一辆小米 SU8
绘忘川,四川,2024-07-23 00:14:22,真换了啊[泪奔][泪奔]，还得是你啊，雷总
越摆烂越开心,河南,2024-07-23 00:09:22,感谢雷总，学会了，这就开始练习[送心]
东邪黄大锅,福建,2024-07-23 00:05:30,漂移车子出现意外，给报销不？
爱Jay的轨迹,广东,2024-07-23 00:02:39,雷总怎么跟AI一样 我还以为是npc视频[捂脸][捂脸][捂脸]
在夜里看海,辽宁,2024-07-23 00:01:47,雷总，我漂移学会了[流泪]，就差车了🚘🚘🚘🚘🚘🚘了能送一台么[流泪]
懒风,四川,2024-07-22 23:59:39,雷总，如果你用这个当头像，那你就给我买一辆su7[看]
AAA_黄金批发部闫总,江苏,2024-07-22 23:57:53,@Richard. 来学漂移[看]
木秀于林，岁岁重阳,江苏,2024-07-22 23:52:47,雷军，如果你用这个照片当头像，我就买一辆小米su7
大王说,江苏,2024-07-22 23:48:07,雷总你这要来点危险提示啊？不然米粉会在马路上玩的
风吹年少时,湖北,2024-07-22 23:46:06,友商：他怎么这么多花样[微笑]
一丝丝改变,湖南,2024-07-22 23:43:45,学废了，但要遵守交通哦[小鼓掌]（所以火影的遗憾是什么？）
BoxFul,重庆,2024-07-22 23:42:35,老总亲自下场打广告，我估计前期市场反响不是很好
王龙⚜️,山东,2024-07-22 23:40:51,[看]
Momox,广东,2024-07-22 23:37:00,雷总，我要严肃地纠正，速度不是码（20码的话，你每个小时就移动最多20米），应该叫20公里时速
Eden,江苏,2024-07-22 23:36:47,明天就去驾校试试[绿帽子][绿帽子][绿帽子]
🌈🌈*小李装修团队,贵州,2024-07-22 23:36:15,车已停好
郑开心呀,广东,2024-07-22 23:36:11,雷总你好帅能不能送台打印机给我，让我打印你漂移帅气的样子。
听海.,河北,2024-07-22 23:30:15,为什么我能车翻
多喝开水,重庆,2024-07-22 23:30:08,小米还有什么不造的[宕机]
瑶笙,北京,2024-07-22 23:26:58,雷总，我尽力了[泣不成声]
30525742514,上海,2024-07-22 23:26:09,没有驾照可以玩吗
城城城,福建,2024-07-22 23:25:21,这车买了好啊，老总还教你玩漂移
長,海南,2024-07-22 23:24:58,@土鸡 @迎春. @后生仔 来
小夏睡不着,云南,2024-07-22 23:23:56,军哥出息了，接到小米的广告了
曉𠹭𠹭.oO,广东,2024-07-22 23:23:25,雷总，su7是电车还是油车？
研道书院书法中考王芳,山东,2024-07-22 23:20:41,雷总，你用这个当头像，就给我一辆速7[呲牙][呲牙]
木木子,四川,2024-07-22 23:20:15,要不换这个雷哥
李好好Amelia.,广东,2024-07-22 23:18:55,@Din呱呱 @97爱滑板 @edccG
二小姐🐰,上海,2024-07-22 23:13:00,我也想买一台小米7，可是金钱限制了我的行动[流泪][流泪]
Bei平,北京,2024-07-22 23:10:48,如何雷总
小柠檬不听话🍋,四川,2024-07-22 23:02:50,可是没有一台小米su7怎么办呢？[尬笑]
無未,河南,2024-07-22 23:02:27,军儿，如果你用这个照片当头像，我就买一辆小米su7[OK]
芳,广东,2024-07-22 22:57:22,雷总小米电视买了四年黑屏了，打电话小米商城说要1700修
莫道晚,安徽,2024-07-22 22:56:45,"视频拐角处别忘了打上“请在封闭道路驾驶”
如果我说的对，希望送一台SU7，谢谢[呲牙][呲牙][呲牙]"
伟俊,广东,2024-07-22 22:54:49,漂移失败，保险理赔了七万，换了引擎盖跟前杠。
SuYilei,贵州,2024-07-22 22:46:55,雷总，我有一个运用到汽车上很好的产品，现在还没问世，我想把这个专利卖给你的团队，以后绝对是方便大众的好产品，请让你的团队联系我
小蜜蜂🌻🌻,陕西,2024-07-22 22:40:59,军儿收起手吧！你已经赚盆满苯满了
自习我可以！,四川,2024-07-22 22:40:26,@菩柳 @凌晨四点夜景 @lllllllli 太酷辣[舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏]
萧萧,湖北,2024-07-22 22:40:26,"雷兄。你不是卖电车的嘛，车又不用加油的。
哪有油门呀？[灵机一动][灵机一动][灵机一动][灵机一动]又骗我[不看][不看]"
仙子狗尾巴花,河北,2024-07-22 22:39:32,雷总你如果用这个做头像就是同意我去找你上班[流泪][流泪][流泪]
一个馒头引发的血案,北京,2024-07-22 22:39:20,
P17,四川,2024-07-22 22:38:58,这是谁的车，怎么大老远跑成都来了，是在测试什么吗
一朵,湖南,2024-07-22 22:36:04,雷总，如果你用这个当头像，给我也买一辆呗[呲牙]
小妮子,河北,2024-07-22 22:34:13,军儿：你的车我开走了[灵机一动][灵机一动][灵机一动]
虹虹火火,河南,2024-07-22 22:31:28,雷总，小米酥妻[看]
聽風雨,广东,2024-07-22 22:28:10,现在小家电及小生活用品，只要有欠缺优先看下小米有没有这款产品[捂脸][捂脸]，以前晚上去施工现场检查，买的小米手电筒，用了好多年，不得不说是真的好用，现在已经没有了，个人感觉颜值高好用，应急充电真的不错。
Mr.YangX,陕西,2024-07-22 22:26:58,不建议拍这种视频，买小mi汽车的很多都是年轻人，他们真的会学着做，但是没有安全封闭的场地会很危险，同时也会造成危险⚠️
